minwon_title,minwon_content,minwon_type,minwon_department
 성수수제화 공동판매장 입점업체 모집 공고에 신청자격 문제가 있습니다,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,기획재정국 지역경제과,기획재정국
 한옥집을 지을시 억원 지원 정부에서 해준다는데  신청은 어디서 하나요, 안녕하십니까전세계로 한옥 기와집이 미국과 유럽 호주 전 세계 등지로 한옥 기와집 수출이 본격적으로 진행되고 있는 한옥 기와집 수출 집짓기 대세가 이어지고 있다라는 기분 좋은 소식과 함께한옥 집을 지을 경우 한옥 기와집 장려로 억원을 지원해 준다 라는 것이 유투브에서 한옥 집짓기 장려로  시청을 했습니다어디로 신청을 하면 되나요일단 궁금해서 문의하여 봅니다모르시는 분은 답변하지 마세요감사합니다 수고하세요,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  한옥 지원금 관련 문의로 해당기관으로 이송요청합니다 담당자이새롬 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 건너편 공사 지나가는 하수구에서 악취냄새 심하고  공사소리 오전 시 소란함, 안녕하십니까저희집 건너편에서 공사를 합니다아침 시에서 시까지 오전 시간을 훌쩍 넘어 공사를 하는데정말이지  소음이 장난이 아닙니다문을 닫고 공사를 건물 내부 안에서 해주세요아침 시간때  시에서 사이  공사소리가 심하게 나다보니  책을 읽는데 이건 불편한 정도가 아니라 짜증이 날 정도 입니다저희집 앞에 대문을 막고   주차까지 하면서  신고까지 하다보니 이점도 불편합니다그리고  공사로 인해서 보도에  깔린 하수구에서  심한 악취 하수구 냄새가 진동을 합니다이것도 물을 뿌려가면서  공사를 해 주시기 바랍니다,스마트포용도시국 맑은환경과,스마트포용도시국
 도로 정비 부탁드려요, 왕십리  건너편 횡단보도에 길이 움푹 패여서 부모님이 걷다가 넘어지셨어요도로 정비 부탁드립니다 첨부파일   ,안전건설교통국 토목과,안전건설교통국
 응봉사거리 신호체계 개선 요청드립니다, 구정 발전에 힘써주셔서 늘 감사드립니다 현재 응봉사거리의 횡당보도 추가 설치와 더불어 차로와 신호체계 개선이 이루어지고 있습니다 주민의 의견을 잘 반영해주셔서 감사드립니다 그런데 이번 공사때 함께 이루어질 것으로 생각했던 무학여고  한신더휴 대림강변 방면으로의 좌회전 신호는 왜 부여되지 않았는지 궁금합니다 행당동이 한신더휴 가구 대림강변 가구 리버뷰자이 가구에 앞으로 행당구역에 가구가 추가되어 천가구에 육박하는 거대주거지역이 되고 있는데 응봉사거리에서 행당동 주거지역 방향 좌회전 신호가 유독 허용되지 않는 이유가 궁금합니다 현재의 신호체계에선 신동아 아파트 방향으로 우회전 후에 미터 가량 앞에 있는 유턴 차선으로 급하게 진입을 해야 해서 사고 위험도 높고 시간으로나 동선으로나 도무지 상식에 부합하지가 않습니다 무학여고에서 한신더휴과 대림강변 방면의 좌회전 신호 신설을 강력하게 요청드립니다 이와 더불어서 한신더휴와 대림강변 사이 도로에서 응봉교로 진출하는 좌회전 신호에 대해서도 말씀을 드릴까 합니다 이쪽의 좌회전이 신호가 너무나 짧습니다 차량이 대 정도 나가면 정지신호로 바뀌더군요 앞서 말씀드린대로 행당동의 세대수가 과거보다 크게 증가했는데 이쪽에서 성수대교로 진출하는 좌회전 신호의 길이는 과거 세대수가 적어서 이용차량이 많지 않았던 시절에서 벗어나지 못하고 있는 것 같습니다 이 때문에 아침마다 차량이 길게 줄을 서서 좌회전 신호를 기다리는 모습이 연출되고 있습니다 좌회전이 들어오면 신호를 받기 위해 차량들이 대체로 급하게 속도를 내는 모습이며 중간 횡단보도 이용자에게도 큰 위협이 되는 등 문제가 많은 부분입니다 응봉사거리를 자주 이용하면서 납득이 되지 않는 신호체계에 대해 건의를 드려봤습니다 제가 잘 모르는 부분이 있어서 지금의 체계가 유지되고 있을 수도 있겠지만 개선의 여지가 있다면 꼭 요청을 수용해주시기 간곡히 부탁드립니다 요약드리자면 요청사항은 두가지입니다  무학여고 방면에서 한신더휴와 대림강변으로 진출하는 좌회전 신설 대림강변과 한신더휴에서 응봉교 방향 좌회전 신호 시간의 대폭 연장바쁘시겠지만 잘 살펴주시면 감사하겠습니다,  연계처리내역    민원상세보기원본 추천기관  경찰청 이송추천사유  신호체계 변경사항으로 성동경찰서 교통과로 이송요청합니다 담당자이승면 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 골목 사거리 볼록거울 설치 및 코너 주차금지 요청 건, 안녕하세요 수고가 많으십니다 골목길 사거리 볼록거울 설치 및 코너 주차금지 요청건으로 민원을 드립니다첨부 지도에 있는 거리는 굉장히 많은 차량과 사람이 같이 통행하는 사거리로 코너마다 큰 차량이 차를 주차하고 있는 경우엔 갑자기 오는 차오토바이자전거 등이보이지 않아 사고로 유발될 가능성이 큽니다 차량들 때문에 인도가 따로 없어서 통행하기도 불편한데차량들끼리도 사고가 많이 나는 지점입니다  많이 위험합니다일방통행인 한쪽 도로 빼고 나머지 도로는 양방향 통행이 가능하므로 각 코너마다 볼록거울을 설치해 주시고 볼록거울 기둥을 세우던지 하는 방법으로 코너에 주차를 할 수 없게 해주세요 번 사진에 표시된 그런 차들입니다 저런 코너에 차량이 주차되어있으면 사람도 피할 곳이 없고 차량도 마주오는 차가 안보여서 접촉사고가 나기 아주 쉽습니다 모쪼록 하루빨리 해결해 주시면 감사하겠습니다 첨부파일    사거리 사거리  사거리 지도 사거리 지도  사거리 주차차량 사거리 주차차량,안전건설교통국 교통행정과,안전건설교통국
 성수일로 가길 공사소음 해결좀해주세요 진짜, 성수일로 가길 공사소음 해결좀해주세요 진짜 공사시간 정해져있는거 아닌가요몇일동안 아침 시 전부터 공사해대는데 소음떄문에 진짜 잠도제대로 못자고 미칠것같습니다진짜 제대로 해결좀 부탁드립니다조만간 뒤짚어 엎어버릴거같아요,스마트포용도시국 맑은환경과,스마트포용도시국
 응봉동 따릉이 부족, 응봉역에서  오후시쯤 따릉이를 타고 귀가합니다그런데 응봉역에 따릉이가 부족할 때가 너무 많습니다아무래도 지하철역앞이라 사용자가 많은듯한데 다른지역에 항상 따릉이가 남아도는 곳도 많은데 이곳은 너무 부족해서 불편합니다 제발 따릉이 대수좀 늘려주세요,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  서울시설공단 이첩  담당자김민정 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 마장테니스장 테니스레슨 관련, 안녕하세요 마장테니스장에서 레슨을 받고 있는 성동구민입니다 성동구로 이사온 뒤로 더 나은 삶의 질과 건강을 위해 본격적으로 운동을 시작해보려고 했습니다그러던 중 성동구가 테니스 치기에 매우 접합한 환경을 가지고 있다고 판단하며 위치코치가격 등 다양한 조건을 비교 분석한 후 심사숙고 끝에 마장테니스장윤정호 코치님으로 결정하여 월 부터 개인 레슨을 받고 있습니다 근면성실하시고 열정적으로 지도를 해주신 덕에 건강 증진은 물론이고 테니스실력도 많이 향상 되어 즐겁게 테니스 레슨을 받고 있습니다 그러던 중 지난 주 화요일일 성동구도시관리공단으로 부터 벼락같은 문자메시지를 받았습니다 다름아니라 윤정호 코치님께서 월 일 부로 계약이 종료되어 더 이상 레슨이 불가피하다는 통보였습니다 저는 이미 마장테니스장윤정호 코치님으로 결정하기 전 지정된 레슨 시간과 확정된 레슨비가 마음에 들어 이곳으로 결정을 하였으며 테니스레슨이 지속되면서 윤정호 코치님에 대한 믿음과 신뢰가 쌓여 앞으로도 계속 테니스레슨을 받을 생각이었습니다 이로 인해 제 업무 일정도 이미 변경해놓은 상태이며 다른 개인적인 일정들 또한 조정해 놓은 상태입니다 허나 성동구도시관리공단의 일방적이고 갑작스런 통보로 인해 제 계획에 큰 차질이 생기게 될 예정입니다 적어도 윤정호 코치님의 해임통보가 일 이전에는 이루어졌어야 된다고 생각합니다 기존에 레슨을 받고 있는 수강생으로서 응당 받아야하는 권리라고 생각합니다 또한 당장 다음 주면 월이 시작할터인데 새로 오실 코치님에 대한 공지가 이루어졌어야 된다고 생각합니다 이는 지극히 상식적이고 법률적인 처사라고 생각됩니다 해당 건에 대해 적절한 해명을 요청하는 바이며 윤정호 코치님 해임에 대해 의의를 제기하는 바 입니다,행정관리국 문화체육과,행정관리국
 왜 물어보는 민원내용은 다른데  답변은 다 같나요 심지어 복사붙이기하시나요,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,기획재정국 지역경제과,기획재정국
 옥수역한남동 마을버스 노선을 신설해주세요, 안녕하세요 저는 옥수동에 살고 있는 주민입니다다름이 아니라 옥수동 주민들은 입지적으로 한남동과 밀접하게 붙어있기 때문에 한남동으로 가는 경우가 많습니다실제로 한남동이 옥수동에 비해 상권이 잘 형성되어 있어서 옥수동 주민 뿐만 아니라 서울 곳곳에서 한남동을 많이 방문합니다다만 한남동 식당을 방문한 블로그 리뷰들을 잘 살펴보시면 언덕이 많다 가기 힘들다 교통이 애매하다 라는 의견이 많습니다버스로 오는 시민들은 번이나 번 등의 버스를 활용하면 되지만 지하철을 타는 경우 경로가 상당히 애매해집니다한남역의 위치가 그다지 좋지 못하고 경의중앙선 노선 하나만 놓여있기에 불편한 점이 많아 옥수역을 활용하는 경우가 많은데 이렇게 되면옥수역에서 마을버스를 타고 옥정중학교까지 올라가고 또 다시 버스를 환승해야 하는 불편함이 매우 큽니다성동구 경계에서 용산구 경계를 넘어가야 하기 때문에 성동구에서 독자적으로 진행하기 힘들다는 사실에 대해서 인지하고 있으나 년 넘게 이 부분에 대해서 늘 불편함을 느껴왔으며 주변의 지인들도 그렇게 생각해왔기에 옥수동에서 한남동까지 가는 마을버스 운영의 필요성을 절실하게 느끼고 있어 이 부분에 대해서 재고해주셨으면 합니다 감사합니다,안전건설교통국 교통행정과,안전건설교통국
 성수동 뚝섬 구길 환경개선 요청합니다, 영동대교 북단 뚝섬 구길에 사는 성동구민이자 두아이의 아빠입니다우선 뚝섬 구길은 강변북로와 영동대교 진입로로 이동 차량이 많은 곳 입니다하지만 인도와 차도의 구분이 없어 탑차나 버스 같은 큰차와 같이 통행할때는 목숨에 위협을 느낍니다출퇴근 시간 통행 차량과 가게 앞 불법주차 차들 사이로 간신히 다니는 아이들이 위험해 보입니다또 겨울에 어떤 어린아이는 빙판길에 넘어져 지나가는 버스에 사고가 날뻔했습니다또 트리마제쪽을 제외한 구길은 횡단보도 그림만 있을 뿐 신호등이 없습니다통행이 많아지는 시간대는 아수라장입니다자전거 타는 사람 도로에 불법 주정차 차량 그 사이사이를 다니는 사람들아이들은 도저히 다닐수가 없는 곳 입니다지역특성상 성수전략지구로 묶여 있다는 핑계를 대면서 아무런 조치를 취하지 않는 성동구청에 민원을 제기합니다고로 가지 제안을 하겠습니다첫째 구색 맞추기 횡단보도에는 정식 신호등 설치둘째 인도와 차도를 명확하게 구분짓는 안전바 설치성동구청은 내 세금으로 어떠한 행정업무를 보고 있는지 모르겠습니다 내가 사는 성수동 뚝섬 구길이 나와 내아이가 안전하게 통행하는 길 이였으면 합니다 이에 환경개선 요청합니다,  연계처리내역    민원상세보기원본 추천기관  경찰청 이송추천사유  신호등 신규설치사항으로 성동경찰서 교통과로 이송요청합니다 담당자이승면 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 성수동 연무장길  플라츠의 소음 문제 좀 제발 개선 시켜주시기 바랍니다,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,스마트포용도시국 맑은환경과,스마트포용도시국
 한양광장 지하보도 내 거미줄 제거 및 누수 조치 부탁 드립니다, 한양광장 지하보도 정확한 명칭이 맞는진 모르겠지만왕십리역에서 서울숲 더샵 아파트 방면으로 통과하는 지하보도 내전등 주변에 거미줄이 많이 쳐져 있습니다중간에 누수 부분도 있어 바닥이 지저분 합니다주기적으로 확인하여 조치될 수 있도록 부탁 드립니다감사합니다,안전건설교통국 토목과,안전건설교통국
 중랑천 반려견쉼터 사용시간 배정 문의, 중랑천 반려견 쉼터 시간표제안반려견 쉼터는 공공재이므로 동물등록을 한 모든 반려견들이 공평하게 사용할 수 있어야 합니다 하지만 소형견주와 대형견주와의 생각이 다르고 반려견의 체형 성격등 모든 것이 다르기 때문에 구분할 필요가 있으나 그렇지 못한 현실에서 대형견 이용시간 소형견 이용시간을 나누어 시행하길 건의합니다예를 들어 시간씩 이용시간을 적어 시간표를 설치해 주민간 분쟁을 없애고 모든 반려견이 사용할 수 있도록 건의합니다현황 및 문제점같은 세금을 내고 공공재로 만들어 놓은 시설물을 법률로써 제한하여 사용하지 못하는게 아니라 일반 시민이 사용 못하도록 막는건 문제가 많습니다 헌법상 기본권은 법률로써 제한할 수 있지만 일반 시민이 본인의 행복추구권 평등권  사생활의 자유권을 침해하고 있는 상황입니다 본인은 대형견을 키우고 있지만 사용을 하지 못하고 있습니다 성동구 내에서 같은 지역세 및 소득세 등 누구보다 성실하게 납부의 의무를 지키면서 왜 부당하게 사용 못합니까 이런 상황을 관리자인 구청에서 개선을 해야할 상황이라 생각합니다  오해하실까봐 말씀 드리는데 공격성이 없는 반려견이며 반려견쉼터 내에서 몰상식한 견주들이 키우는 푸들 및 말티즈에게 세번이나 물림 사고를 당할 뻔 하였으며 반려견 행동 성격의 문제가 아니라 인간의 사용권의 중점을 두어 판단하시길 바랍니다개선방안예를 들어 오픈 시간을 오전   자정으로 둔다면 대형견 시 소형견 시  대형견 시 소형견 시 대형견 시 소형견 시  대형견 시 소형견 시 대형견 시로 지정하여 공표해주시고 격주제로 순서를 대형견 먼저 혹은 소형견 먼저 이렇게 배정해 모든 인원이 사용할 수 있도록 건의합니다 반려견 쉼터를 만들때 기본적으로 다른 구청에서 하는거나 다른곳 한번만 시찰해서 참고했으면 대형견 소형견 기준으로 나누는건 기본입니다 대체 세금으로 정책 실현하면서 절차는 제대로 이행은 하신겁니까 최선의 선택은 물론 대형견 소형견 구분해서 공간이 하나 더 있는게 좋지만 그것이 정책상 힘들다면 이미 만들어진 공공재를 모든 인원이 사용할 수 있도록 하는게 구청의 의무입니다 새로 만드는건 세금이 들어가서 예산 및 관리 때문에 힘든건 이해라도 되지만 시간을 나누어 주민간 분쟁을 막고 다같이 사용하자는 이 취지도 과연 힘들지 의문입니다기대효과모든 인원이 똑같이 납세의 의무를 지며 낸 세금으로 만들어진 공공재를 분쟁 및 차별점 없이 모두 공평하게 사용할 수 있습니다 제가 배운 헌법 형법 행정법 어떠한 법률의하여도 법률의 근거없이 부당하게 사용을 금지 당하고 쫓겨나는 상황이 용인될 수가 없습니다 부디 감정적이 아니라 이성적으로 행정을 해주시고 또한 이 현황이 안된다면 국민의 알권리에 의거하여 납득이 되도록 왜 안되는 이유를 행정규칙이나 법률에 기반하여 답변 부탁드립니다,기획재정국 지역경제과,기획재정국
 성동구청역 앞 버스 정보가 안뜨네요, 출퇴근길로 성동구청역 앞 버스를 이용중인데한달전부터 성동구청역 앞 버스정보가 안뜨는거같아요처음에는 잘못본건가싶었는데 정보표출을 못해주는거같습니다 고쳐주세요 첨부파일   ,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  해당민원은 버스정보단말기 정비 요청건으로 유지관리부서인 서울시 버스정책과로 이관합니다 담당자조혁기 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 공방 업무 및 식사 등 불가피한 경우를 어떻게 관리하고 계시나요,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,기획재정국 지역경제과,기획재정국
 행당초등학교 옆 도로변에 근조화환 치울 수 없나요, 그린스마트 사업 반대하는 의미로 근조화환을 둔 건 이해하겠습니다근데 길거리에 좋은 의미의 화환도 아니고 장례식장에 놓는 화환을 깔아놓으면 지나다니는 사람들은 무슨 죄인가요왜 제가 일부 학부모들의 행동으로 인해서 길거리를 찝찝하고 기분나쁘게 다녀야하나요저 뿐만 아니라 그 길 지나다니는 사람들의 대다수가 불쾌한 기분이 든다고 합니다사유지도 아닌 곳에 이런 물건을 두어도 되는건가요빠른 시일 내에 처리 부탁드립니다,안전건설교통국 안전관리과,안전건설교통국
 용답역 바로 뒤편 청계천 농구코트 점등 민원입니다, 용답역 바로 뒤편 청계천 농구코트 정상화 되었는데 저녁에 불이 안들어옵니다한강공원 농구코트도 불 밤새내내 들어오는데 일반 동네코트가 불 안들어오는건 형평성에 어긋난다고 보고그 주변에 거주하시는분들도 계시는거 감안해서 예전처럼 저녁 시까지만 불 들어왔으면 좋겠습니다검토해주시고 답변 부탁드리겠습니다 감사합니다,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  하천변 주변은 치수과 소관 담당자지미희 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 골목길 자동차 공회전, 안녕하세요골목길에서 대기중 시동을 켜놓는 분들이 계신데요성동구에서도 사전경고 없이 공회전 단속 을 하고 있더군요운전자 분들이 인지할 수 있도록 표지판을 설치하여 공회전을 줄이면 좋겠습니다아니면 공회전 단속 포스터라도 얻을 수 있으면 제가 집 부근에 부착하도록 하겠습니다그럼 이만,스마트포용도시국 맑은환경과,스마트포용도시국
 응봉사거리 금호동방면 신호위반단속좀 부탁드려요, 응봉사거리에서 금호동방면 우회전길을 많은 차량들이 신호를 위반한채 달리고 있습니다행당신동아 아파트를 들어가는척 위반하는 오토바이부터 아예 신호를 무시하고 지나가는 오토바이까지 매번불안한 위치인데 적극적인 통제를 위한 설비를 부탁드립니다저는 실제로 행당신동아아파트에 거주하면서 신호위반한 오토바이차량과 직접적인 사고회와 사고날뻔한 위기회가 있었으며아파트입구로 진입할때마다 반복되는 신호위반차량들로 위험한 상황에 처해있습니다,  연계처리내역    민원상세보기원본 추천기관  경찰청 이송추천사유  신호위반 관련 내용으로 관할 경찰서로 이송요청합니다 담당자이새롬 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 인근 학생들의 잦은 흡연으로 불편을 겪고 있습니다, 안녕하세요 금호가동 거주민입니다최근도 아니고 몇 달 전 부터네요 시 부터 시 사이 고등학생들의 단체 흡연을 하는 경우를 자주 보고 있습니다교복을 입고 대경생활과학고 학생임을 알 수 있음에도 불구하고 삼삼오오 모여 흡연을 하는 모습에큰 위화감을 느끼고 있습니다 이미 학생들 사이에서 흡연 스팟으로 여겨지고 있는 듯 합니다 사람이 지나가는 데도 눈치 없이 피더군요몇 달 전에는 대략 명 이상 학생의 단체흡연을 목격한 적도 있습니다주변 큰 도로에 경찰차가 있을 때가 있는데 학생들이 시야를 피해 흡연하는 것 같습니다 사진  참고부탁해요지금처럼 온라인 수업만 하다 오프라인 수업이 되니 학교 측에서도 관리가 어렵겠지요흡연 자체는 강제할 수는 없다는 사실은 알고 있으나 빌라 입구일 뿐 아니라 노인 어린이들도 이용하는 통학로이니만큼느낀 불편함에 대해 공감해주셨음 합니다 경고 팻말 단속  설치 등 방법으로 관심의 장소가 되고 있다는 메시지를 확실하게 전해 주세요개인적으로 학교에 항의하는 것은 효과가 적을 것이라고 생각하기 때문에 민원 남깁니다또한 매봉산길 금호산길로 하교하는 학생들이 반대 측 큰 도로로 이어지는 경로로 하교토록 학교 측에 제안하고 싶습니다 사진  학교 뿐 아니라 관련 기관에도 전달해주시면 감사하겠습니다 깨진 유리창을 그대로 두어선 안되겠지요추신해당 구간은 가로등 빛이 전혀 비추지 않아 휴대폰의 손전등 기능을 이용해서 다녀야 할 만큼 어둡습니다아무래도 빌라와 빌라 사이 간격이 매우 좁기 때문에 높고 밝은 가로등은 설치하기 어렵다고 추측이 되는데요 그래도 안전한 통행을 위한방법도 생각해주셨으면 합니다 첨부파일   사진사진 사진사진 사진사진,보건소 건강관리과,보건소
 중랑천 조명 관련 요청드립니다, 안녕하세요 구정에 힘써주셔서 감사드립니다 다름이 아니오라 중랑천 이용중 조명 관련하여 건의드리고 싶은 사항이 몇 개 있어 글을 남깁니다 응봉체육공원에 테니스장 풋살장 농구장 등이 있는데 유독 농구장에만 야간에 조명이 켜있지 않아 풋살장 등과 마찬가지로 조명을 부탁드리고 싶습니다 저녁 시간에 산책을 돌때 보니 풋살장은 환한 조명아래서 활동이 이루어지고 있는데 반해 농구장은 주변 불빛에 의존하여 운동하는 시민이 많은데 부상 위험이 커보입니다 조명탑이 있는데 굳이 점등하지 않는 이유가 없어보입니다  그리고 한양대 방향으로 조금 더 가다보면 반려동물이 뛰어 놀 수 있는 공간정확한 명칭은 모르겠습니다이 있는데 여기에 조명이 전혀 없어 밤에 이용하기가 너무 불편합니다 얼마 전에 이용할 땐 주변에서 개물림 사고가 있어 경찰이 출동한 것도 목격했습니다 사고를 일으킨 견주의 문제가 제일 크긴 하지만 조명이 있었으면 피해자분이 미리 피하는 등의 예방이 가능했을거라는 생각이 드네요 그 부근에 조명이 전무하여 저녁시간에 너무 어둡습니다  한양대 근처로 와서 살곶이다리 인근 인라인스케이트장 옆의 농구장에도 조명탑이 있음에도 저녁시간부터 조명이 늘 꺼져 있습니다 인라인장의 경우 건물 조명이 그대로 내려오기도 하고 구기종목처럼 움직이는 물체에 대한 정확한 인지가 덜 필요한 운동의 속성상 조명이 없는게 이해가 되기도 하는데 그 옆의 농구장은 불이 늘 꺼져 있습니다 앞으로 백신접종률이 높아지고 위드코로나 시대가 되면 야외활동이 점점 늘어날텐데 중랑천에 조명이 미비하여 부상 위험이 있어보이는 부분이 보여서 이렇게나마 글을 남겨봅니다 그리고 중랑천 산책할 때 보면 전체적으로 조명이 중간중간 고장인지 꺼져 있는 경우도 종종 있는데 안전을 위해 전체적으로 조명에 신경을 조금만 더 써주시면 감사하겠습니다,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  하천변이므로 성동구 치수과 소관 담당자김혁진 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 어린이 꿈공원 제대로 관리 부탁드리겠습니다, 어린이 꿈공원에 어제밤 시 분경부터 시 분까지 있었습니다 원래는 산책만 하다 들어갈 생각이었는데 코로나 방역수칙 위반 신고 때문에 오래 있게 되었습니다 그 시간에 오토바이를 타고다니는 대 후반대 초반 청년 명이 어린이 꿈공원 안에 있는 멀티 코트에 무단으로 들어가서 마스크를 미착용 혹은 턱에 걸친 채로 계속해서 담배를 피우고 큰 소리를 내고 있었습니다  으로 전화해서 코로나 방역 수칙 위반으로 신고를 했는데 관내 다른 곳도 방역 수칙 위반 신고가 들어와서 공원까지 오는데 시간이 걸린다고 했습니다 공원에 성동구청 공무수행이라고 적힌 차량이 온 것은 시 분 공원 가까이에 차를 세웠는데 멀티 코트 뒤쪽으로 가서 멀티 코트에 사람이 있는지 없는지만 확인하고 사람이 없자 공원 안을 점검하지도 않고 남자 공무원 명이 공무수행 차량을 타고 가버렸습니다 멀티 코트에 앉아서 담배를 피우던 무리는 공원에 있는 버섯모양 그늘막에 앉아서 계속해서 담배를 피우고 있었는데도 말이죠 관내 다른 곳도 순찰하시느라 바쁜 것은 충분히 이해합니다만 여의도 공원도 아닌 성인 남자가 분이면 공원 전체를 충분히 돌만한데 멀티코트에 사람이 없다고 공원을 안 돌고 단속도 안하고 그냥 가버리면 어떡합니까 제대로 방역 수칙 단속을 하시는지 매우 의심이 듭니다 이 무리들이 멀티코트 앞에 있는 테이프로 만들어진 안전선을 다 끊고 무단으로 들어가서 멀티코트를 이용했는데 오늘 아침에 보니 제대로 테이프 안전선이 쳐져 있지 않았습니다 첨부된 파일을 보시면 아시겠지만 중간에만 테이프를 치고 위 아래에는 뻥뻥 뚫린 채로 되어 있는데 테이프를 치려면 대각선으로 크게 치셔야지 이게 뭡니까 안 한 것도 아니고 그리고 앞에 설명한 무리 외에도 가족끼리 밤 시 넘어서 캐치볼 하려고 멀티코트에 들어와서 마스크를 끼지 않은 채 노는 것도 몇차례나 보았습니다 심야 단속은 어렵다고 어제  에서 전화 받으셨던 분이 말씀 하셨는데 심야 단속이 어렵다면 멀티코트 골대 출입문에만 안전선을 치지 마시고 아예 코트 전체를 테이프로 가로질러 자로 안전선을 크게 쳐 주셨으면 합니다 근처에 살아서 아는데 밤 시 이후에 오토바이 타고 어린이 꿈공원에서 깔깔거리는 무리가 첨부 파일 사진 속에 찍힌 무리랑 동일한 것 같은데요 공원 전체를 폐쇄 할 수는 없으니 멀티코트만이라도 제대로 안전선을 쳐 주시기 바랍니다 그리고 공원 단속을 그딴식으로 안하셨으면 좋겠습니다 잠깐 분 걸으면 될 걸 초도 안 걷고 남자 공무원 분이 공무수행 차 안으로 들어가는 거 심야에 아주 잘 봤습니다   다른 업장이나 공원도 그런식으로 코로나 방역수칙 단속을 하는 지 궁금하네요 첨부파일   ,안전건설교통국 안전관리과,안전건설교통국
